screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,used_price,new_price
12.88,13.0,5.0,32.0,4.0,3080.0,150.0,2017,613,325.2994165426,378.03472833794
12.88,13.0,5.0,16.0,4.0,3200.0,149.0,2016,911,300.88059781924994,359.68298249523
12.78,8.0,5.0,16.0,4.0,2800.0,141.8,2017,611,269.72495219319,305.49902286491
12.78,13.0,5.0,16.0,4.0,2660.0,140.0,2016,961,289.47859044706996,344.99375775386994
12.78,13.0,5.0,16.0,4.0,2800.0,144.0,2016,864,296.68620906130997,362.87910253819
12.7,13.0,5.0,16.0,4.0,2500.0,144.0,2016,632,297.11493521363,344.67627232406
12.7,8.0,5.0,16.0,4.0,2500.0,143.0,2017,642,276.9285842867,312.26006572661
12.7,5.0,5.0,32.0,4.0,2500.0,138.0,2016,803,288.29181165338,323.78700895936004
10.29,5.0,2.0,32.0,4.0,2100.0,132.0,2016,549,260.70799169382997,312.96084137622995
12.88,12.3,5.0,32.0,4.0,3200.0,174.0,2016,859,333.17252171450997,397.74041194532
12.7,8.0,5.0,16.0,4.0,2100.0,122.0,2016,862,269.55842756951995,352.68387528827
12.83,13.0,5.0,16.0,4.0,2800.0,133.0,2016,661,306.62289003832996,344.46378784223
12.83,13.0,5.0,16.0,4.0,2800.0,133.0,2016,681,278.12612138259,359.55699939454996
12.83,12.3,8.0,32.0,4.0,3000.0,150.0,2016,1015,320.5665221293,372.22979192816996
20.32,5.0,5.0,16.0,4.0,2660.0,143.0,2016,574,299.16085081951,398.01953440494003
20.32,5.0,5.0,16.0,4.0,4800.0,309.0,2016,738,323.82739557964,366.96308586661996
12.78,13.0,5.0,16.0,4.0,4100.0,139.0,2016,556,300.54824145763996,330.98646553861
12.7,8.0,5.0,16.0,4.0,2100.0,121.0,2016,813,274.97932783604,287.57752945177003
12.88,13.0,5.0,16.0,4.0,2900.0,146.0,2016,706,306.47411138421995,352.11203804671
12.88,13.0,5.0,16.0,4.0,3000.0,144.6,2016,554,285.83398026866996,340.86274865192
12.7,5.0,2.0,32.0,4.0,1900.0,128.0,2016,986,247.65109999648,325.2994165426
10.29,5.0,0.3,32.0,4.0,1940.0,127.0,2016,924,251.00237503508998,312.32158770455
12.78,12.3,8.0,32.0,4.0,2800.0,156.0,2016,981,296.66039918671,397.60625818508
12.78,12.3,8.0,32.0,4.0,2800.0,159.0,2016,726,322.89237328123,387.16026286992997
12.75,12.3,8.0,16.0,4.0,2520.0,118.0,2016,741,293.0011224177,363.51867063316996
12.52,13.0,8.0,16.0,4.0,2300.0,120.0,2016,872,305.15820349118997,330.54381600272
12.7,8.0,5.0,32.0,4.0,2125.0,157.0,2016,824,287.94050174659003,324.32162303216995
12.88,13.0,8.0,16.0,4.0,3000.0,145.0,2016,849,310.25430041421,349.11872497102996
12.78,13.0,5.0,16.0,4.0,2300.0,142.0,2016,809,279.01340593903996,348.89579498046
12.7,5.0,5.0,32.0,4.0,2125.0,161.0,2016,578,287.60703200053,319.03034978111
10.29,5.0,2.0,32.0,4.0,1940.0,120.0,2016,1033,273.03341826182,313.15009995896
12.83,13.0,8.0,16.0,4.0,3000.0,158.0,2015,663,301.38011607197,356.02809542862
12.88,13.0,5.0,16.0,4.0,3000.0,169.8,2015,599,303.86274234842,356.66766501762
12.88,16.0,5.0,32.0,4.0,3000.0,192.0,2015,867,323.54997562371994,374.84822618454996
12.75,12.3,5.0,16.0,4.0,2700.0,136.0,2015,983,283.49308637264,379.99741161425
12.7,13.0,8.0,16.0,4.0,2050.0,150.0,2015,565,301.94766805671,356.19661110558
20.32,5.0,2.0,32.0,4.0,4200.0,347.0,2015,709,298.91990233654997,387.46825550038994
7.67,3.15,0.3,16.0,4.0,1700.0,143.0,2015,1002,245.82043416763,340.34011886054
10.29,5.0,0.3,32.0,4.0,1900.0,138.9,2015,713,237.91949879862,305.77045207227
12.7,8.0,5.0,32.0,4.0,2540.0,155.0,2015,881,265.47506758698,331.38497826029
12.75,8.0,5.0,32.0,4.0,2300.0,139.0,2015,821,270.50092954324,344.54035887989994
12.7,8.0,5.0,32.0,4.0,2540.0,136.0,2015,798,287.32130216954994,341.10020431985
12.83,16.0,8.0,32.0,4.0,3000.0,155.0,2015,570,334.66882430543,382.70462807704
12.83,16.0,8.0,32.0,4.0,3000.0,155.0,2015,617,314.73785205736,387.53375014541996
12.88,8.0,5.0,32.0,4.0,3000.0,165.9,2015,746,284.31335319858,352.40423881786
12.88,13.0,5.0,32.0,4.0,3000.0,163.0,2015,814,307.24422538487,375.01400291539
12.7,8.0,2.1,16.0,4.0,2610.0,135.0,2015,980,282.63105931085,366.47851623473997
12.7,8.0,5.0,32.0,4.0,2540.0,137.0,2015,930,267.97543270244,335.32449189202
10.34,8.0,1.0,32.0,4.0,2100.0,124.4,2015,1003,273.66412824430995,326.03479967149997
10.29,5.0,0.3,32.0,4.0,1900.0,140.0,2015,696,247.58023122569,325.21470200937
10.16,5.0,0.3,16.0,4.0,1900.0,128.0,2015,652,253.38717023344998,306.2802105418
12.83,13.0,2.1,16.0,4.0,3000.0,152.0,2015,561,309.44651334106,380.29187962866
10.29,5.0,0.3,16.0,4.0,2100.0,138.9,2014,695,233.33338275038,266.83695380969
12.7,8.0,1.3,32.0,4.0,2460.0,140.45,2014,959,254.61284108414,331.03835271739
10.29,8.0,0.3,16.0,4.0,1820.0,153.7,2014,778,271.61742094365,312.58754071742
12.83,13.0,2.1,32.0,4.0,3000.0,149.0,2014,588,299.54954701487,375.18749870428996
12.93,13.0,2.1,32.0,4.0,3000.0,182.0,2014,776,279.49152989327,375.54663313337
10.29,5.0,0.3,16.0,4.0,2100.0,129.6,2014,1025,270.0949653289,314.08190373083
10.24,5.0,0.3,16.0,4.0,1540.0,119.0,2014,890,222.88322774399998,306.15312920059995
10.24,5.0,0.3,16.0,4.0,1700.0,140.45,2014,564,256.81433048664,306.84544869701995
12.83,13.0,1.3,32.0,4.0,3000.0,163.0,2014,1000,319.97697443511,371.81849854449
12.7,8.0,1.0,32.0,4.0,2540.0,137.0,2014,646,259.40993306147,313.72811809708
10.29,8.0,0.3,16.0,4.0,1900.0,145.0,2014,708,246.99272456654998,319.25282334856996
20.32,5.0,1.3,16.0,4.0,4200.0,344.0,2014,775,291.9025274075,371.68179564658
12.88,8.0,1.3,32.0,4.0,3200.0,167.0,2014,1009,284.23073762763,380.23157989489994
12.75,13.0,2.1,32.0,4.0,2610.0,146.8,2014,952,280.51424050380996,399.90993971004997
17.78,5.0,0.3,16.0,4.0,4000.0,294.8,2014,708,304.60930964312996,356.07474796878
10.16,3.15,0.3,16.0,4.0,1900.0,142.0,2014,715,222.11384642434,314.04194494355
7.67,2.0,1.3,16.0,4.0,1540.0,140.45,2014,952,229.81091855393,279.55797806261
12.88,8.0,1.3,32.0,4.0,3200.0,168.1,2014,1048,325.00528651625996,387.05349863879997
12.83,13.0,2.1,32.0,4.0,3000.0,154.0,2014,752,325.95658806405,394.02391047526
12.7,8.0,1.3,32.0,4.0,2540.0,140.45,2014,801,291.18811814628,363.15763499572995
12.7,8.0,1.3,32.0,4.0,2540.0,134.0,2014,780,272.66686459733,356.12853805367
10.24,5.0,0.3,16.0,4.0,2100.0,127.0,2014,563,273.37375900586,356.21093359622
12.83,13.0,2.1,32.0,4.0,3000.0,149.7,2014,909,307.86722364358,387.24419338221
12.83,13.0,2.1,16.0,4.0,3000.0,149.0,2014,688,299.88681496723,387.06713747947
10.34,8.0,1.3,32.0,4.0,3000.0,136.1,2014,980,255.61235221257,330.31878365436995
20.32,5.0,1.3,16.0,4.0,4200.0,342.0,2014,782,293.80458674771,366.73043326926
17.78,3.15,1.3,32.0,4.0,4000.0,293.0,2014,1015,288.7380789587,344.41269242614
12.7,5.0,0.3,16.0,4.0,2540.0,140.45,2014,722,255.48624259556,325.05062024422
10.34,5.0,0.3,32.0,4.0,2440.0,123.9,2014,1005,293.51679394674994,366.01526008844996
10.24,5.0,0.3,16.0,4.0,2100.0,126.0,2014,751,270.89190663177,340.73696445963
20.4,5.0,1.3,16.0,4.0,4600.0,339.9,2014,996,317.9572433633,365.77000210479997
10.29,5.0,0.3,16.0,4.0,2440.0,129.6,2014,592,227.77732311234,359.34536711531
10.34,13.0,1.3,32.0,4.0,2440.0,121.0,2014,632,289.43074968564,372.00885407745
10.34,8.0,1.3,32.0,4.0,2440.0,121.0,2014,888,276.48993240877996,352.74795373816
10.34,8.0,1.3,32.0,4.0,2440.0,121.0,2014,646,244.29347564450998,344.51909782083
10.34,5.0,0.3,32.0,4.0,2540.0,125.0,2014,597,262.60971114449,385.04863829506
10.34,5.0,1.3,32.0,4.0,2540.0,126.0,2014,1018,281.59701221237003,348.79204242201
10.29,5.0,0.3,16.0,4.0,2100.0,124.0,2014,1091,233.76926356074998,340.37629173323
10.29,5.0,0.3,16.0,4.0,2100.0,126.6,2014,601,256.48862237821,330.01406550829
7.75,3.15,1.3,16.0,4.0,2540.0,114.0,2014,646,219.02709638712,297.29419622198003
7.75,3.15,1.3,16.0,4.0,2540.0,113.4,2014,778,206.97950898348,306.01831277457995
12.93,13.0,2.1,16.0,4.0,3200.0,172.0,2014,853,290.96390003882993,389.63193512756
7.62,2.0,1.3,16.0,4.0,1540.0,104.6,2014,673,249.65757863552,306.39959964939
10.16,5.0,0.3,16.0,4.0,2460.0,159.9,2014,744,295.4799297753,369.07815836801
12.83,13.0,2.1,32.0,4.0,3140.0,167.0,2013,662,322.7577415025,375.20915452418996
12.57,8.0,1.3,16.0,4.0,2300.0,130.0,2013,633,288.06757344457003,378.00876091213996
15.24,13.0,2.1,32.0,4.0,3500.0,177.0,2013,984,287.83279356646,399.69891019996993
12.83,8.0,1.3,32.0,4.0,3140.0,161.0,2013,803,290.08799441407,375.02485941545
12.83,8.0,1.3,32.0,4.0,3140.0,161.0,2013,670,308.52792383654,372.34281515235995
7.67,3.15,1.3,16.0,4.0,1540.0,110.0,2013,949,209.26134752858997,288.89261753527995
20.4,5.0,1.3,16.0,4.0,4600.0,338.0,2013,780,313.63435672946997,387.67581426619
12.75,13.0,2.1,16.0,4.0,3000.0,143.0,2013,1077,278.32930966452,380.31698867206
10.34,8.0,1.3,32.0,4.0,2150.0,120.0,2013,880,273.22810747143,375.19562046865
10.16,5.0,0.3,32.0,4.0,2460.0,169.8,2013,914,300.39366933352,377.71202837087
10.34,13.0,1.3,16.0,4.0,2280.0,141.2,2013,668,294.67844067555,379.9267509197
7.82,3.15,1.3,16.0,4.0,1700.0,125.0,2013,592,236.30645708413,319.47457048275993
7.82,3.15,1.3,16.0,4.0,1700.0,125.0,2013,1008,237.24172820477997,319.06747936988
7.67,3.15,1.3,16.0,4.0,1540.0,110.0,2013,941,223.51778666156,277.31867487808995
10.16,5.0,0.3,16.0,4.0,2460.0,113.4,2013,703,259.12638354894995,312.13000266104
10.24,5.0,1.3,32.0,4.0,2460.0,129.0,2013,718,307.47209915553003,380.17122664806
10.34,8.0,1.3,32.0,4.0,2540.0,133.2,2013,970,292.38076877811994,339.99551241776
10.29,5.0,1.3,16.0,4.0,2460.0,126.0,2013,910,287.71509860963994,360.49790555118
10.24,5.0,1.3,32.0,4.0,2150.0,131.0,2013,646,265.65189891135,366.77335028404997
12.83,13.0,2.1,16.0,4.0,3140.0,172.0,2013,733,326.5188200473,406.83450265329
10.24,8.0,0.3,16.0,4.0,2460.0,115.5,2013,644,261.50685661536,340.59292510859996
10.24,8.0,0.3,16.0,4.0,2460.0,118.0,2013,565,254.43680471423,353.08993783629
10.16,5.0,1.3,16.0,4.0,1700.0,100.0,2013,723,265.61113253835,325.02229022951997
10.16,5.0,1.3,16.0,4.0,1700.0,103.3,2013,1057,222.62773456888,336.47844163351
7.67,3.15,1.3,16.0,4.0,1540.0,110.0,2013,810,251.45594999968998,306.27274173208997
7.67,3.15,1.3,16.0,4.0,1540.0,107.0,2013,1054,231.13358627626997,305.50657717330995
7.62,2.0,1.3,16.0,4.0,1540.0,105.0,2013,631,222.75560128923001,275.97845445805
13.84,13.0,13.0,32.0,4.0,3000.0,150.0,2018,635,306.67488566938,319.19727324020994
13.84,13.0,8.0,16.0,4.0,3000.0,150.0,2018,698,282.83177349566,304.98334420530995
15.24,13.0,8.0,64.0,4.0,3600.0,168.0,2018,605,312.94730270280996,359.89356685525996
15.29,13.0,20.0,128.0,4.0,3210.0,160.0,2018,653,321.0669488140899,359.65235943147
12.88,13.0,5.0,64.0,4.0,3100.0,159.0,2018,712,307.59673838521996,339.56685532990997
12.88,13.0,5.0,32.0,4.0,3200.0,145.0,2018,606,289.70775824278,312.50581992863
15.24,13.0,20.0,64.0,4.0,3100.0,154.0,2018,726,338.12436666029,387.21471609597
15.24,13.0,20.0,128.0,4.0,3010.0,152.0,2018,576,318.4397432342,408.30001328827996
15.37,13.0,20.0,256.0,4.0,3570.0,182.0,2018,513,335.23678429345,419.4624181537
13.84,13.0,8.0,16.0,4.0,3070.0,140.0,2018,564,303.08439575429,335.54812013321
12.88,13.0,8.0,32.0,4.0,3300.0,145.0,2018,520,284.81719229296,330.38165846742
15.11,13.0,20.0,64.0,4.0,3500.0,177.0,2018,530,316.50167828363,419.36784084744
13.87,13.0,20.0,64.0,4.0,3000.0,152.0,2018,588,308.52069821253997,406.86677402857
13.87,12.0,20.0,64.0,4.0,3000.0,145.0,2018,722,339.20909546714,372.40771843711
15.21,13.0,8.0,64.0,4.0,3360.0,160.0,2018,637,327.71126640585993,382.29865707169995
12.88,16.0,8.0,32.0,4.0,3000.0,160.0,2018,675,301.17108780167996,339.79976034873994
12.75,13.0,8.0,32.0,4.0,3070.0,143.0,2017,764,291.55090104011,330.84096999344996
12.83,12.5,16.0,16.0,4.0,4000.0,173.0,2017,786,308.13663592394,349.36468976195994
12.88,12.0,16.0,64.0,4.0,3500.0,170.0,2017,848,353.31448340576,422.03811046727
12.75,12.0,16.0,64.0,4.0,3000.0,163.0,2017,785,340.28129691629,406.91769763236
12.7,8.0,5.0,16.0,4.0,3235.0,135.0,2017,801,268.10658375412,335.18800888669
12.83,13.0,8.0,64.0,4.0,3400.0,155.0,2017,650,297.09783805621,363.11237026432997
12.75,13.0,5.0,16.0,4.0,3000.0,143.0,2017,606,276.48993240877996,330.18235490912997
12.83,13.0,5.0,16.0,4.0,3060.0,175.0,2016,789,306.14564640143,356.26819327092
12.88,12.0,5.0,64.0,4.0,3400.0,158.0,2016,762,348.23063391541996,428.59539249783
12.83,16.0,5.0,16.0,4.0,3150.0,149.0,2016,718,292.46320051669994,355.60677370733
12.7,13.0,5.0,32.0,4.0,2760.0,139.0,2016,908,276.08338878632,344.74412724905
12.83,13.0,5.0,32.0,4.0,3260.0,158.0,2016,1054,282.28103432917,356.03886425686994
12.75,12.0,5.0,64.0,4.0,3060.0,163.0,2016,1084,347.85106692926996,411.68892119667
12.75,13.0,5.0,32.0,4.0,3060.0,138.0,2016,931,284.90932918545997,325.76066411482
15.24,13.0,5.0,64.0,4.0,3060.0,189.0,2016,757,326.95536413464,380.26424888323
12.83,13.0,5.0,32.0,4.0,3060.0,172.0,2016,704,310.06384892442,366.56771568018996
12.83,12.0,5.0,32.0,4.0,3060.0,155.0,2016,606,302.68397720637,386.94428924020997
12.7,13.0,5.0,32.0,4.0,3060.0,138.0,2016,789,281.92919587885,324.88614113766
12.7,13.0,5.0,32.0,4.0,3060.0,132.0,2016,869,278.71145899632995,330.31878365436995
12.75,21.0,5.0,32.0,4.0,2560.0,160.0,2016,1063,334.36823895822,408.45943819309
12.83,13.0,5.0,32.0,4.0,3060.0,163.0,2016,959,309.6031521023,352.81949943583
12.83,13.0,5.0,16.0,4.0,3140.0,149.0,2015,966,300.71056971868,349.1306470469
12.88,21.0,5.0,32.0,4.0,3050.0,168.0,2015,752,329.12897322246,404.96746714856994
12.7,13.0,5.0,16.0,4.0,3095.0,131.0,2015,791,272.4951267946,330.05091449293997
12.83,20.7,5.0,16.0,4.0,3150.0,149.0,2015,944,325.57541663624,362.71663838923996
12.83,13.0,5.0,16.0,4.0,3095.0,149.0,2015,725,310.25430041421,360.19809648318
12.7,13.0,5.0,32.0,4.0,2500.0,128.0,2015,629,298.02341536391003,312.66916337626
12.73,8.0,2.0,16.0,4.0,2400.0,143.0,2013,878,318.42725404192,401.65386518246
12.7,8.0,5.0,16.0,4.0,4000.0,151.0,2017,664,286.37678068825,312.99467624344
12.83,13.0,5.0,32.0,4.0,4000.0,162.0,2017,607,300.68624523951,336.04138013988
10.16,2.0,0.3,16.0,4.0,1300.0,120.0,2017,645,212.03980198884,265.35237560863
12.83,13.0,13.0,128.0,4.0,3200.0,164.0,2017,879,325.80549659907,399.66870953640995
10.29,5.0,2.0,32.0,4.0,1800.0,140.0,2017,742,263.90434629793,277.37585258542
12.83,8.0,5.0,32.0,4.0,3000.0,151.0,2017,859,272.99685178276997,313.74150200361
12.7,8.0,2.0,32.0,4.0,4000.0,151.0,2017,868,269.68655968215,306.33993134280996
10.29,5.0,2.0,32.0,4.0,1800.0,151.0,2017,808,258.37449367217,297.54946529409995
10.29,5.0,2.0,32.0,4.0,1800.0,156.0,2016,901,257.93455245498996,289.14299498219
10.16,5.0,2.0,32.0,4.0,1600.0,159.0,2016,564,260.20940598122996,277.37585258542
12.7,5.0,2.0,32.0,4.0,2000.0,165.0,2016,958,275.06216655925,290.47553946702
12.7,8.0,5.0,16.0,4.0,2000.0,151.0,2016,562,268.11968495132,297.08073655255
15.24,8.0,5.0,32.0,4.0,3000.0,159.0,2016,883,273.86905787446,312.47855779868
12.7,5.0,2.0,32.0,4.0,2000.0,159.0,2016,1026,252.0892257578,265.1610797259
12.83,8.0,5.0,32.0,4.0,2500.0,159.0,2016,999,284.04448426613,290.14484669667996
12.7,13.0,5.0,16.0,4.0,2500.0,159.0,2016,617,291.74544587306,312.83889600042
10.29,5.0,5.0,32.0,4.0,1750.0,159.0,2016,962,265.51591572361997,313.46660313853
12.83,8.0,5.0,16.0,4.0,2500.0,159.0,2016,1073,281.73651293437,297.48998822208
12.83,13.0,5.0,16.0,4.0,3000.0,159.0,2016,683,309.94366051613,352.19565237002996
12.83,13.0,8.0,32.0,4.0,3000.0,162.0,2016,736,301.77231350319994,306.16809228627
12.7,5.0,2.0,32.0,4.0,3000.0,143.0,2015,750,293.77765792004,348.51993791761
12.7,13.0,5.0,16.0,4.0,2100.0,128.0,2015,992,279.7127713696,329.86119215282
12.83,13.0,5.0,16.0,4.0,2500.0,145.0,2015,1031,300.79968515946,340.08182813297
10.34,8.0,5.0,32.0,4.0,2000.0,143.0,2015,704,274.21722266541997,306.05578863644
12.7,13.0,5.0,16.0,4.0,2500.0,143.0,2015,725,297.31976630636996,326.10734412154
12.7,8.0,2.0,16.0,4.0,2000.0,155.0,2015,567,269.28856063170997,276.4551809603
12.75,13.0,5.0,16.0,4.0,2900.0,143.0,2015,747,304.04050723155996,347.88750044054
12.83,13.0,5.0,32.0,4.0,2820.0,143.0,2015,925,298.92822518241996,340.69198495022994
12.7,13.0,2.0,32.0,4.0,2500.0,135.0,2015,669,271.18053866451,305.80806490859993
7.75,1.3,0.3,16.0,4.0,1200.0,143.0,2015,731,216.60933292106,249.55434579229998
12.7,8.0,5.0,32.0,4.0,2800.0,144.0,2015,1014,295.32214218059,325.35583426911995
10.36,8.0,5.0,16.0,4.0,2000.0,97.0,2015,898,310.58455815309,375.16041918432995
20.32,5.0,2.0,32.0,4.0,4000.0,143.0,2015,625,260.04731194178,331.54476050752
12.7,13.0,5.0,16.0,4.0,2260.0,143.0,2015,794,283.16848322782,369.26157112211996
10.29,5.0,2.0,32.0,4.0,1700.0,136.0,2015,624,243.69547505679998,306.54110215446
15.24,8.0,2.0,32.0,4.0,3000.0,143.0,2015,675,288.59287902576995,335.3683032136
12.7,13.0,5.0,16.0,4.0,2400.0,143.0,2015,810,301.38011607197,340.04095541291
10.34,8.0,2.0,32.0,4.0,2000.0,143.0,2015,1064,259.24591716902,319.46842062107
12.83,5.0,0.3,32.0,4.0,2820.0,143.0,2015,601,262.19645000065,318.52086702618
10.34,8.0,2.0,32.0,4.0,2000.0,134.0,2015,901,269.55842756951995,287.24226810408993
10.16,0.3,0.3,16.0,4.0,1200.0,123.0,2015,734,226.91769137207,279.12489833601
12.7,8.0,2.0,32.0,4.0,3000.0,170.0,2015,957,281.16597297754,329.52259377564997
10.16,2.0,0.3,16.0,4.0,1450.0,143.0,2015,740,234.41788358335998,278.17132689646996
12.7,5.0,0.3,16.0,4.0,1800.0,143.0,2015,801,252.07263609180998,297.31124400883
10.29,5.0,0.3,32.0,4.0,1700.0,143.0,2015,667,246.29178151877997,305.30231367234995
10.16,2.0,0.3,16.0,4.0,1300.0,146.5,2014,1052,233.94283554466998,276.52466599693
10.29,8.0,2.0,32.0,4.0,2000.0,138.0,2015,798,273.13083264414996,311.33741744511997
20.32,5.0,2.0,32.0,4.0,4400.0,310.5,2015,604,311.08043221939,339.97277954526
17.78,5.0,0.3,32.0,4.0,3200.0,306.0,2015,981,291.09478393257,304.69345610921
10.34,13.0,13.0,16.0,4.0,2300.0,138.0,2014,575,319.9159042624,372.0684080915
12.7,8.0,2.0,32.0,4.0,3000.0,143.0,2015,954,263.17563111610997,340.31297659174
10.34,8.0,5.0,32.0,4.0,2000.0,123.0,2014,672,277.86560402194,339.93639105832
10.29,5.0,2.0,16.0,4.0,1700.0,136.0,2014,920,232.65218949253997,296.66900358744
12.7,13.0,5.0,32.0,4.0,2500.0,146.5,2014,871,286.10592280772,348.88781963006
10.16,2.0,0.3,16.0,4.0,2000.0,146.5,2014,1032,242.97844141363,287.7739715543
12.83,8.0,2.0,32.0,4.0,2350.0,146.0,2014,1066,294.99664513643995,335.11966446642
12.7,8.0,2.0,32.0,4.0,2000.0,138.0,2014,1054,259.36524067555,348.65212480052
10.16,5.0,0.3,16.0,4.0,1750.0,146.5,2014,1050,246.47220134337,305.80054401191995
12.83,16.0,5.0,32.0,4.0,2300.0,146.5,2014,756,326.81200096348,387.81982964498997
10.16,2.0,0.3,16.0,4.0,2100.0,146.5,2014,730,239.47514325274997,276.53623989823
10.34,5.0,2.0,16.0,4.0,2000.0,158.0,2014,797,261.78065859812,305.62733296964996
12.7,5.0,0.3,16.0,4.0,1900.0,180.0,2014,759,249.74348627954,306.00331661674
12.7,8.0,2.0,16.0,4.0,2000.0,159.0,2014,791,283.75373765180996,326.33563193947
12.7,8.0,2.0,16.0,4.0,2000.0,168.0,2014,584,275.53360198967,319.9342311341
15.24,5.0,0.3,32.0,4.0,2500.0,202.0,2014,653,256.02059847455,313.84179739978
10.16,2.0,0.3,512.0,0.25,1600.0,146.5,2014,930,207.46125607202998,265.09262895857
12.7,8.0,2.0,16.0,4.0,1900.0,146.5,2014,633,264.74933630264997,355.87355433937
7.75,1.3,2.0,512.0,0.25,1500.0,146.5,2014,876,201.54649452369998,264.80437987031996
12.7,16.0,8.0,32.0,4.0,2350.0,154.0,2014,888,306.25033041344,372.0684080915
10.34,8.0,5.0,16.0,4.0,1800.0,110.0,2014,883,268.81045569228,349.14653988837995
10.29,5.0,5.0,16.0,4.0,1800.0,147.0,2014,635,252.33758641352998,312.41717788845995
15.24,8.0,5.0,16.0,4.0,2450.0,180.0,2014,983,283.34668348197,348.20646950011997
12.7,8.0,2.0,16.0,4.0,2000.0,147.0,2013,613,291.01067325506,340.06820660935
10.16,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1015,217.69147639421,278.26164780766
12.7,5.0,0.3,16.0,4.0,3000.0,118.0,2013,769,243.93904819334998,306.00331661674
12.7,12.0,2.0,16.0,4.0,2000.0,118.0,2013,692,282.10001187124,352.30571410703
12.7,13.0,5.0,16.0,4.0,2000.0,118.0,2013,723,308.76593901496,372.37386360436
20.32,5.0,2.0,16.0,4.0,4800.0,118.0,2013,1032,295.02309492697,349.32507819851
10.29,5.0,0.3,16.0,4.0,1500.0,118.0,2013,793,248.14512141006998,305.95080405476995
10.29,2.0,0.3,16.0,4.0,1850.0,118.0,2013,577,220.57481757781997,278.31803735153
12.88,12.0,5.0,16.0,4.0,2600.0,220.0,2013,1047,302.03517579615,369.16696834961
12.7,5.0,0.3,16.0,4.0,2000.0,118.0,2013,781,261.17392831573,318.83198175098
12.7,13.0,5.0,16.0,4.0,2000.0,158.0,2013,965,273.26454967518,368.69792552431
10.29,5.0,0.3,16.0,4.0,1800.0,118.0,2013,956,254.50087073659,319.58517312290996
12.7,8.0,2.0,16.0,4.0,2000.0,164.0,2013,823,275.59230196756,352.52152400574
12.78,8.0,2.0,16.0,4.0,2100.0,168.0,2013,780,288.60256869620997,356.43968327005996
17.78,2.0,0.3,16.0,4.0,3000.0,370.0,2013,706,294.48324587599,330.41307404088
17.78,2.0,0.3,16.0,4.0,3000.0,323.0,2013,726,288.07733829138,325.9509980524
17.78,2.0,0.3,16.0,4.0,2000.0,118.0,2013,645,254.17993439222,311.2958102105
12.7,3.15,0.3,16.0,4.0,2000.0,186.0,2013,1025,262.63811945941995,305.3477587048
10.29,5.0,0.3,16.0,4.0,2000.0,149.1,2013,969,269.55842756951995,324.24714457323995
7.75,3.15,0.3,16.0,4.0,2000.0,109.0,2013,833,212.87233431151998,287.74454146550994
7.75,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1008,213.07888237279,286.37678068825
12.7,5.0,0.3,16.0,4.0,2000.0,118.0,2013,667,260.70799169382997,340.35820770769
12.7,8.0,2.0,16.0,4.0,2000.0,156.0,2013,669,259.02161879195,368.88236670746
10.08,3.15,0.3,1024.0,4.0,1450.0,118.0,2013,836,233.42078298829,305.86068796013996
15.29,13.0,12.0,64.0,4.0,3000.0,176.0,2019,390,319.94033895949997,386.92834825054
15.29,13.0,8.0,64.0,4.0,3000.0,172.0,2019,368,319.57289282179,375.02485941545
15.29,12.0,8.0,64.0,4.0,5000.0,193.0,2019,280,317.14113683977996,363.08325561748995
12.88,13.0,8.0,32.0,4.0,3000.0,149.0,2019,496,289.79349719836,340.27224281554
12.93,12.0,8.0,64.0,4.0,3000.0,162.0,2018,447,304.9909561693,366.00906194274995
15.29,12.0,12.0,64.0,4.0,5000.0,205.0,2018,373,317.36353237865,379.86107149156
15.27,12.0,8.0,128.0,4.0,3000.0,156.0,2018,706,300.88059781924994,406.80221593035
14.83,8.0,5.0,16.0,4.0,3100.0,168.5,2018,660,268.6676648666,319.06129249724
12.75,8.0,5.0,16.0,4.0,2800.0,150.0,2018,598,282.57814105454,298.82828400481
15.24,12.0,5.0,32.0,4.0,5000.0,196.6,2018,634,294.56316616695,344.70172587489
12.88,13.0,5.0,16.0,4.0,4000.0,174.0,2018,426,296.70341018894,340.27224281554
12.88,13.0,5.0,32.0,4.0,4000.0,175.0,2018,533,291.83789073740996,340.58841900846
15.29,12.0,12.0,64.0,4.0,3000.0,170.0,2018,438,342.44640387584,391.38414419386
12.93,12.0,8.0,64.0,4.0,3200.0,167.0,2018,567,303.21734560605,377.81368814685
12.88,12.0,8.0,64.0,4.0,3000.0,167.0,2018,561,305.09743395605,352.99991131495
12.75,12.0,16.0,64.0,4.0,3000.0,163.0,2017,564,329.33138766993994,360.11702206176994
12.83,13.0,8.0,64.0,4.0,3000.0,168.0,2017,821,316.31510336828,344.51484475334996
12.75,16.0,5.0,32.0,4.0,3000.0,157.0,2017,573,290.55090089176997,339.70852020779
12.83,12.0,5.0,64.0,4.0,2730.0,143.0,2017,558,328.13482290942994,391.51838535427
12.83,13.0,5.0,16.0,4.0,5000.0,198.0,2017,874,293.35437292065,319.36378740573997
12.7,8.0,5.0,16.0,4.0,2800.0,151.0,2017,666,283.92003097402,340.5162798453
12.83,12.0,5.0,64.0,4.0,3000.0,145.0,2017,842,287.97962605579,369.67685204517994
